"No.","Time","Source","Destination","Protocol","Length","Flags","Window","Differentiated Services Field","Version","Info"
"899","3.411053496","188.125.72.139","10.0.0.6","TLSv1.2","172","0x018","1432","0x00","TLS 1.2","Application Data"
"900","3.411132490","10.0.0.6","188.125.72.139","TCP","66","0x010","690","0x00","","53246  >  443 [ACK] Seq=5305 Ack=917 Win=690 Len=0 TSval=4055461779 TSecr=2730656853"
"901","3.412144639","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"902","3.412144782","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"903","3.412618081","142.250.75.142","10.0.0.6","TLSv1.3","18253","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"904","3.412681453","142.250.75.142","10.0.0.6","TLSv1.3","21051","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"905","3.412713748","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"906","3.413484168","142.250.75.142","10.0.0.6","TLSv1.3","19652","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"907","3.413500865","10.0.0.6","142.250.75.142","TCP","66","0x010","10226","0x00","","58082  >  443 [ACK] Seq=5571 Ack=955053 Win=1308928 Len=0 TSval=3508700176 TSecr=2102858974"
"908","3.414207002","142.250.75.142","10.0.0.6","QUIC","1292","","","0x80","","Protected Payload (KP0)"
"909","3.414207083","142.250.75.74","10.0.0.6","TLSv1.3","2864","0x018","1043","0x80","TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec"
"910","3.414207118","142.250.75.74","10.0.0.6","TCP","2864","0x018","1043","0x80","","443  >  42264 [PSH, ACK] Seq=2799 Ack=1795 Win=267008 Len=2798 TSval=4007968758 TSecr=1345316378 [TCP PDU reassembled in 911]"
"911","3.414207152","142.250.75.74","10.0.0.6","TLSv1.3","222","0x018","1043","0x80","TLS 1.2","Application Data"
"912","3.414228430","10.0.0.6","142.250.75.74","TCP","66","0x010","545","0x00","","42264  >  443 [ACK] Seq=1795 Ack=2799 Win=69760 Len=0 TSval=1345316449 TSecr=4007968758"
"913","3.414345893","10.0.0.6","142.250.75.74","TCP","66","0x010","589","0x00","","42264  >  443 [ACK] Seq=1795 Ack=5597 Win=75392 Len=0 TSval=1345316449 TSecr=4007968758"
"914","3.414440868","10.0.0.6","142.250.75.74","TCP","66","0x010","610","0x00","","42264  >  443 [ACK] Seq=1795 Ack=5753 Win=78080 Len=0 TSval=1345316449 TSecr=4007968758"
"915","3.415055665","147.235.111.205","10.0.0.6","QUIC","69","","","0x00","","Protected Payload (KP0)"
"916","3.422427084","10.0.0.6","142.250.75.130","UDP","92","","","0x00","","43271  >  443 Len=50"
"917","3.422910860","10.0.0.6","142.250.75.130","UDP","83","","","0x00","","43271  >  443 Len=41"
"918","3.423154086","10.0.0.6","142.250.75.130","UDP","76","","","0x00","","43271  >  443 Len=34"
"919","3.424091906","10.0.0.6","142.250.75.130","UDP","81","","","0x00","","50198  >  443 Len=39"
"920","3.424653776","10.0.0.6","142.250.75.142","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"921","3.426152190","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.33? Tell 10.0.0.138"
"922","3.426376080","10.0.0.6","142.250.75.142","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"923","3.426681324","10.0.0.6","142.250.75.142","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"924","3.430575168","142.250.75.130","10.0.0.6","UDP","66","","","0x80","","443  >  50198 Len=24"
"925","3.431344269","10.0.0.6","142.250.75.74","TLSv1.3","140","0x018","610","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"926","3.432414834","10.0.0.6","147.235.111.205","QUIC","77","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"927","3.432865270","10.0.0.6","142.250.75.130","UDP","78","","","0x00","","50198  >  443 Len=36"
"928","3.443053807","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"929","3.443258986","10.0.0.6","142.250.75.150","TCP","66","0x010","632","0x00","","36718  >  443 [ACK] Seq=1796 Ack=6761 Win=80896 Len=0 TSval=1118796376 TSecr=3691187137"
"930","3.443742101","142.250.75.142","10.0.0.6","TLSv1.3","5662","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data"
"931","3.443742389","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x010","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"932","3.445747812","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"933","3.445749290","142.250.75.74","10.0.0.6","TCP","66","0x010","1043","0x80","","443  >  42264 [ACK] Seq=5753 Ack=1869 Win=267008 Len=0 TSval=4007968790 TSecr=1345316466"
"934","3.445749312","142.250.75.74","10.0.0.6","TLSv1.3","1036","0x018","1043","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"935","3.445749334","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"936","3.445839106","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"937","3.448936855","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"938","3.449117141","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"939","3.449117205","142.250.75.130","10.0.0.6","UDP","67","","","0x80","","443  >  43271 Len=25"
"940","3.450738757","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"941","3.450739350","142.250.75.130","10.0.0.6","UDP","68","","","0x80","","443  >  50198 Len=26"
"942","3.450739371","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"943","3.450814940","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"944","3.450887870","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"945","3.450887895","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"946","3.450902042","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x010","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"947","3.451472164","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"948","3.451472305","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"949","3.451786062","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"950","3.451966662","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"951","3.452532758","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"952","3.453340149","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"953","3.453340248","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x010","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"954","3.454591672","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"955","3.454591763","142.250.75.142","10.0.0.6","TLSv1.3","5662","0x010","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data"
"956","3.456785311","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x018","1050","0x80","TLS 1.2","Application Data"
"957","3.456785434","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"958","3.457477546","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"959","3.457477599","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"960","3.458120491","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"961","3.458915537","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"962","3.458915696","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2","Application Data"
"963","3.460341013","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"964","3.460894025","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"965","3.460894147","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data, Application Data"
"966","3.460894179","142.250.75.142","10.0.0.6","TLSv1.3","1465","0x010","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"967","3.461783828","142.250.75.142","10.0.0.6","TCP","5662","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1089357 Ack=5571 Win=268800 Len=5596 TSval=2102859060 TSecr=3508700176 [TCP PDU reassembled in 970]"
"968","3.461783917","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1094953 Ack=5571 Win=268800 Len=1399 TSval=2102859061 TSecr=3508700176 [TCP PDU reassembled in 970]"
"969","3.463612415","142.250.75.142","10.0.0.6","TCP","5662","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1096352 Ack=5571 Win=268800 Len=5596 TSval=2102859061 TSecr=3508700176 [TCP PDU reassembled in 970]"
"970","3.463612612","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x010","1050","0x80","TLS 1.2","Application Data"
"971","3.464287262","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1106145 Ack=5571 Win=268800 Len=2798 TSval=2102859062 TSecr=3508700176 [TCP PDU reassembled in 975]"
"972","3.464287305","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1108943 Ack=5571 Win=268800 Len=4197 TSval=2102859063 TSecr=3508700176 [TCP PDU reassembled in 975]"
"973","3.464946920","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1113140 Ack=5571 Win=268800 Len=2798 TSval=2102859063 TSecr=3508700176 [TCP PDU reassembled in 975]"
"974","3.464946983","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1115938 Ack=5571 Win=268800 Len=4197 TSval=2102859064 TSecr=3508700176 [TCP PDU reassembled in 975]"
"975","3.466745191","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"976","3.466745420","142.250.75.142","10.0.0.6","TCP","7061","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1122933 Ack=5571 Win=268800 Len=6995 TSval=2102859065 TSecr=3508700176 [TCP PDU reassembled in 980]"
"977","3.467242505","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1129928 Ack=5571 Win=268800 Len=1399 TSval=2102859066 TSecr=3508700176 [TCP PDU reassembled in 980]"
"978","3.467890007","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1131327 Ack=5571 Win=268800 Len=4197 TSval=2102859066 TSecr=3508700176 [TCP PDU reassembled in 980]"
"979","3.468686855","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1135524 Ack=5571 Win=268800 Len=1399 TSval=2102859066 TSecr=3508700176 [TCP PDU reassembled in 980]"
"980","3.468686939","142.250.75.142","10.0.0.6","TLSv1.3","5662","0x010","1050","0x80","TLS 1.2","Application Data"
"981","3.470010436","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1142519 Ack=5571 Win=268800 Len=1399 TSval=2102859067 TSecr=3508700176 [TCP PDU reassembled in 987]"
"982","3.470010518","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1143918 Ack=5571 Win=268800 Len=4197 TSval=2102859068 TSecr=3508700176 [TCP PDU reassembled in 987]"
"983","3.470931199","10.0.0.6","142.250.75.142","TLSv1.3","105","0x018","8890","0x00","TLS 1.2","Application Data"
"984","3.472172347","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1148115 Ack=5571 Win=268800 Len=2798 TSval=2102859068 TSecr=3508700176 [TCP PDU reassembled in 987]"
"985","3.472172442","142.250.75.142","10.0.0.6","TCP","2864","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1150913 Ack=5571 Win=268800 Len=2798 TSval=2102859069 TSecr=3508700176 [TCP PDU reassembled in 987]"
"986","3.472187643","10.0.0.6","142.250.75.142","TCP","66","0x010","9043","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1150913 Win=1157504 Len=0 TSval=3508700234 TSecr=2102859068"
"987","3.475777229","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"988","3.475777855","142.250.75.142","10.0.0.6","TCP","7061","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1157908 Ack=5571 Win=268800 Len=6995 TSval=2102859070 TSecr=3508700176 [TCP PDU reassembled in 991]"
"989","3.475848905","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1164903 Ack=5571 Win=268800 Len=1399 TSval=2102859071 TSecr=3508700176 [TCP PDU reassembled in 991]"
"990","3.476073544","10.0.0.6","142.250.75.142","TCP","66","0x010","8938","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1166302 Win=1144064 Len=0 TSval=3508700238 TSecr=2102859069"
"991","3.476401746","142.250.75.142","10.0.0.6","TLSv1.3","5662","0x018","1050","0x80","TLS 1.2","Application Data"
"992","3.476402502","142.250.75.142","10.0.0.6","TCP","5662","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1171898 Ack=5571 Win=268800 Len=5596 TSval=2102859072 TSecr=3508700176 [TCP PDU reassembled in 996]"
"993","3.476999441","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1177494 Ack=5571 Win=268800 Len=1399 TSval=2102859072 TSecr=3508700176 [TCP PDU reassembled in 996]"
"994","3.476999567","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1178893 Ack=5571 Win=268800 Len=1399 TSval=2102859073 TSecr=3508700176 [TCP PDU reassembled in 996]"
"995","3.478390548","142.250.75.142","10.0.0.6","TCP","5662","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1180292 Ack=5571 Win=268800 Len=5596 TSval=2102859073 TSecr=3508700176 [TCP PDU reassembled in 996]"
"996","3.478390728","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"997","3.478444812","142.250.75.142","10.0.0.6","TCP","7061","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1192883 Ack=5571 Win=268800 Len=6995 TSval=2102859075 TSecr=3508700176 [TCP PDU reassembled in 998]"
"998","3.478444852","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2","Application Data"
"999","3.481730242","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1206873 Ack=5610 Win=268800 Len=1399 TSval=2102859080 TSecr=3508700233 [TCP PDU reassembled in 1003]"
"1000","3.481988251","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1208272 Ack=5610 Win=268800 Len=4197 TSval=2102859080 TSecr=3508700233 [TCP PDU reassembled in 1003]"
"1001","3.482676037","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1212469 Ack=5610 Win=268800 Len=1399 TSval=2102859080 TSecr=3508700233 [TCP PDU reassembled in 1003]"
"1002","3.482676159","142.250.75.142","10.0.0.6","TCP","2864","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1213868 Ack=5610 Win=268800 Len=2798 TSval=2102859081 TSecr=3508700233 [TCP PDU reassembled in 1003]"
"1003","3.483307372","142.250.75.142","10.0.0.6","TLSv1.3","4263","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"1004","3.483307475","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1220863 Ack=5610 Win=268800 Len=1399 TSval=2102859082 TSecr=3508700234 [TCP PDU reassembled in 1009]"
"1005","3.483744016","10.0.0.6","142.250.75.150","TLSv1.3","158","0x018","632","0x00","TLS 1.2","Application Data"
"1006","3.484076538","142.250.75.142","10.0.0.6","TCP","5662","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1222262 Ack=5610 Win=268800 Len=5596 TSval=2102859082 TSecr=3508700234 [TCP PDU reassembled in 1009]"
"1007","3.484076611","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1227858 Ack=5610 Win=268800 Len=4197 TSval=2102859083 TSecr=3508700234 [TCP PDU reassembled in 1009]"
"1008","3.484283069","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1232055 Ack=5610 Win=268800 Len=2798 TSval=2102859083 TSecr=3508700234 [TCP PDU reassembled in 1009]"
"1009","3.484283110","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x010","1050","0x80","TLS 1.2","Application Data"
"1010","3.484397559","142.250.75.142","10.0.0.6","TCP","2864","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1237651 Ack=5610 Win=268800 Len=2798 TSval=2102859084 TSecr=3508700234 [TCP PDU reassembled in 1016]"
"1011","3.485444159","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1240449 Ack=5610 Win=268800 Len=1399 TSval=2102859084 TSecr=3508700234 [TCP PDU reassembled in 1016]"
"1012","3.485444222","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1241848 Ack=5610 Win=268800 Len=4197 TSval=2102859085 TSecr=3508700238 [TCP PDU reassembled in 1016]"
"1013","3.485741842","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1246045 Ack=5610 Win=268800 Len=2798 TSval=2102859085 TSecr=3508700238 [TCP PDU reassembled in 1016]"
"1014","3.485741985","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1248843 Ack=5610 Win=268800 Len=1399 TSval=2102859086 TSecr=3508700238 [TCP PDU reassembled in 1016]"
"1015","3.486221901","10.0.0.6","142.250.75.74","TCP","66","0x010","632","0x00","","42264  >  443 [ACK] Seq=1869 Ack=6723 Win=80896 Len=0 TSval=1345316521 TSecr=4007968790"
"1016","3.488772986","142.250.75.142","10.0.0.6","TLSv1.3","5662","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"1017","3.488850109","10.0.0.6","142.250.75.142","TCP","66","0x010","8473","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1255838 Win=1084544 Len=0 TSval=3508700251 TSecr=2102859071"
"1018","3.489383894","10.0.0.6","142.250.75.74","TLSv1.3","158","0x018","632","0x00","TLS 1.2","Application Data"
"1019","3.489553169","142.250.75.142","10.0.0.6","TCP","2864","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1255838 Ack=5610 Win=268800 Len=2798 TSval=2102859087 TSecr=3508700238 [TCP PDU reassembled in 1025]"
"1020","3.489564765","10.0.0.6","142.250.75.142","TCP","66","0x010","8677","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1258636 Win=1110656 Len=0 TSval=3508700252 TSecr=2102859087"
"1021","3.489792405","10.0.0.6","142.250.75.150","TLSv1.3","97","0x018","632","0x00","TLS 1.2","Application Data"
"1022","3.489917512","10.0.0.6","142.250.75.150","TLSv1.3","792","0x018","632","0x00","TLS 1.2","Application Data"
"1023","3.490033037","10.0.0.6","142.250.75.150","TLSv1.3","218","0x018","632","0x00","TLS 1.2","Application Data"
"1024","3.490583090","142.250.75.142","10.0.0.6","TCP","4263","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1258636 Ack=5610 Win=268800 Len=4197 TSval=2102859087 TSecr=3508700238 [TCP PDU reassembled in 1025]"
"1025","3.490583202","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2","Application Data"
"1026","3.490622723","142.250.75.142","10.0.0.6","TCP","7061","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1269828 Ack=5610 Win=268800 Len=6995 TSval=2102859089 TSecr=3508700238 [TCP PDU reassembled in 1029]"
"1027","3.490622771","142.250.75.142","10.0.0.6","TCP","5662","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1276823 Ack=5610 Win=268800 Len=5596 TSval=2102859090 TSecr=3508700238 [TCP PDU reassembled in 1029]"
"1028","3.491506648","142.250.75.142","10.0.0.6","TCP","1465","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1282419 Ack=5610 Win=268800 Len=1399 TSval=2102859090 TSecr=3508700238 [TCP PDU reassembled in 1029]"
"1029","3.491506755","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"1030","3.492654344","142.250.75.142","10.0.0.6","TCP","7061","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1290813 Ack=5610 Win=268800 Len=6995 TSval=2102859092 TSecr=3508700238 [TCP PDU reassembled in 1035]"
"1031","3.493133168","142.250.75.142","10.0.0.6","TCP","1465","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1297808 Ack=5610 Win=268800 Len=1399 TSval=2102859093 TSecr=3508700238 [TCP PDU reassembled in 1035]"
"1032","3.493450741","3.78.168.176","10.0.0.6","TCP","66","0x010","27","0x00","","[TCP Keep-Alive] 443  >  33232 [ACK] Seq=803 Ack=6184 Win=27 Len=0 TSval=1976156268 TSecr=2132379561"
"1033","3.493450807","142.250.75.142","10.0.0.6","TCP","2864","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1299207 Ack=5610 Win=268800 Len=2798 TSval=2102859093 TSecr=3508700238 [TCP PDU reassembled in 1035]"
"1034","3.493463407","10.0.0.6","3.78.168.176","TCP","66","0x010","646","0x00","","[TCP Keep-Alive ACK] 33232  >  443 [ACK] Seq=6184 Ack=804 Win=646 Len=0 TSval=2132380655 TSecr=1976155284"
"1035","3.494410013","142.250.75.142","10.0.0.6","TLSv1.3","2864","0x018","1050","0x80","TLS 1.2","Application Data"
"1036","3.494410053","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1304803 Ack=5610 Win=268800 Len=4197 TSval=2102859094 TSecr=3508700238 [TCP PDU reassembled in 1042]"
"1037","3.494557349","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1309000 Ack=5610 Win=268800 Len=2798 TSval=2102859094 TSecr=3508700238 [TCP PDU reassembled in 1042]"
"1038","3.495428944","142.250.75.142","10.0.0.6","TCP","4263","0x010","1050","0x80","","443  >  58082 [ACK] Seq=1311798 Ack=5610 Win=268800 Len=4197 TSval=2102859095 TSecr=3508700238 [TCP PDU reassembled in 1042]"
"1039","3.495761379","142.250.75.142","10.0.0.6","TCP","2864","0x018","1050","0x80","","443  >  58082 [PSH, ACK] Seq=1315995 Ack=5610 Win=268800 Len=2798 TSval=2102859095 TSecr=3508700238 [TCP PDU reassembled in 1042]"
"1040","3.496703877","10.0.0.6","142.250.75.142","TCP","66","0x010","8405","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1318793 Win=1075840 Len=0 TSval=3508700259 TSecr=2102859087"
"1041","3.496998903","10.0.0.6","142.250.75.74","TLSv1.3","97","0x018","632","0x00","TLS 1.2","Application Data"
"1042","3.498062886","142.250.75.142","10.0.0.6","TLSv1.3","7061","0x018","1050","0x80","TLS 1.2,TLS 1.2","Application Data, Application Data"
"1043","3.498075947","10.0.0.6","142.250.75.142","TCP","66","0x010","8503","0x00","","58082  >  443 [ACK] Seq=5610 Ack=1325788 Win=1088384 Len=0 TSval=3508700260 TSecr=2102859096"
