"No.","Time","Source","Destination","Protocol","Length","Flags","Window","Differentiated Services Field","Version","Info"
"1646","4.328486421","10.0.0.6","142.250.75.142","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"1647","4.328868523","10.0.0.6","142.250.75.142","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"1648","4.329020947","10.0.0.6","142.250.75.142","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"1649","4.334166814","10.0.0.6","142.250.75.142","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ff05ff6e1ff282d6"
"1650","4.341118856","147.235.111.205","10.0.0.6","QUIC","537","","","0x00","","Protected Payload (KP0)"
"1651","4.347985008","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.29? Tell 10.0.0.138"
"1652","4.356281960","142.250.75.142","10.0.0.6","QUIC","68","","","0x80","","Protected Payload (KP0)"
"1653","4.367096932","10.0.0.6","147.235.111.205","QUIC","78","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1654","4.396712441","147.235.111.205","10.0.0.6","QUIC","66","","","0x00","","Protected Payload (KP0)"
"1655","4.442294013","147.235.111.205","10.0.0.6","QUIC","1288","","","0x00","","Protected Payload (KP0)"
"1656","4.442294160","147.235.111.205","10.0.0.6","QUIC","1152","","","0x00","","Protected Payload (KP0)"
"1657","4.442294233","147.235.111.205","10.0.0.6","QUIC","1287","","","0x00","","Protected Payload (KP0)"
"1658","4.442294267","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1659","4.442294339","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1660","4.442294372","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1661","4.442294450","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1662","4.443594358","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1663","4.443594756","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1664","4.443594784","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1665","4.444963959","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1666","4.444964069","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1667","4.444964110","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1668","4.444964135","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1669","4.444964168","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1670","4.444964194","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1671","4.444964216","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1672","4.444964242","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1673","4.445510016","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1674","4.445919399","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1675","4.446164697","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1676","4.446899547","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1677","4.446899657","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1678","4.446899682","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1679","4.446988147","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1680","4.447119423","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1681","4.447193828","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1682","4.447275487","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1683","4.447340583","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1684","4.447395842","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1685","4.447453602","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1686","4.447509499","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1687","4.447580111","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1688","4.450200210","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1689","4.450200420","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.12? Tell 10.0.0.138"
"1690","4.450445673","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1691","4.450445744","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1692","4.450445767","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1693","4.450445790","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1694","4.450445812","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1695","4.450445834","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1696","4.450445857","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1697","4.450445878","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1698","4.450505006","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1699","4.450614284","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1700","4.450816690","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1701","4.450916699","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1702","4.450984596","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1703","4.451056849","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1704","4.451326708","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1705","4.451326770","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1706","4.451326795","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1707","4.451326819","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1708","4.451326842","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1709","4.451326872","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1710","4.451326900","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1711","4.451547892","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1712","4.451720601","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1713","4.451810852","10.0.0.6","147.235.111.205","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1714","4.455352402","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1715","4.455352586","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1716","4.455352610","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1717","4.455352636","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1718","4.455352659","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1719","4.455687109","10.0.0.6","147.235.111.205","QUIC","79","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1720","4.456235798","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1721","4.456388812","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1722","4.459499190","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1723","4.463795353","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1724","4.463795701","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1725","4.463795724","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1726","4.463795749","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1727","4.463795771","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1728","4.463795795","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1729","4.463795817","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1730","4.463795839","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1731","4.463834254","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1732","4.463929749","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1733","4.464128265","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1734","4.464245189","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1735","4.464328928","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1736","4.464404566","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1737","4.470055933","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1738","4.470056212","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1739","4.470056235","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1740","4.470056259","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1741","4.470056281","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1742","4.470056308","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1743","4.470056331","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1744","4.474650527","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1745","4.474651245","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1746","4.474651280","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1747","4.474651311","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1748","4.474651344","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1749","4.474651374","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1750","4.474651403","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1751","4.474651432","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1752","4.474693545","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1753","4.474693579","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1754","4.474693600","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1755","4.474693624","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1756","4.474693648","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1757","4.474693670","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1758","4.474693694","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1759","4.474693725","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1760","4.475224751","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1761","4.475225113","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1762","4.475225145","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1763","4.475225177","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1764","4.475225209","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1765","4.475225241","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1766","4.475225274","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1767","4.475225306","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1768","4.475287329","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1769","4.475287499","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1770","4.475287534","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1771","4.475287556","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1772","4.475287578","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1773","4.475287601","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1774","4.475287622","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1775","4.475287644","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1776","4.475426970","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1777","4.475427051","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1778","4.476920632","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1779","4.476920702","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1780","4.476920723","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1781","4.476920747","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1782","4.476920768","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1783","4.476920791","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1784","4.476920812","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1785","4.476920834","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1786","4.476970984","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1787","4.476971016","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1788","4.477275881","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1789","4.477481462","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1790","4.477481559","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1791","4.477481594","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1792","4.477481634","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1793","4.477481665","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1794","4.477481691","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1795","4.477481722","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1796","4.477481747","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1797","4.477517045","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1798","4.477517086","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1799","4.477520293","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1800","4.477656393","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1801","4.477768489","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1802","4.477888712","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1803","4.477968500","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1804","4.478052891","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1805","4.478120615","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1806","4.478185806","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1807","4.478265220","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1808","4.478323554","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1809","4.478374055","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1810","4.478436883","10.0.0.6","147.235.111.205","QUIC","79","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1811","4.478523736","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1812","4.479285347","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1813","4.479285491","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1814","4.479285522","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1815","4.479285555","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1816","4.479285584","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1817","4.479285608","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1818","4.479285634","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1819","4.479285661","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1820","4.479337217","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1821","4.479337244","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1822","4.479337270","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1823","4.479337296","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1824","4.479337321","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1825","4.479337349","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1826","4.481622588","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1827","4.484416327","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1828","4.485944428","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1829","4.485944546","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1830","4.485944577","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1831","4.485944603","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1832","4.485944632","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1833","4.486528441","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1834","4.486528586","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1835","4.486528613","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1836","4.487366480","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1837","4.487681654","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1838","4.487836824","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1839","4.487836934","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1840","4.487836965","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1841","4.487982623","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1842","4.488184000","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1843","4.488442304","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1844","4.488442412","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1845","4.488442447","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1846","4.488442473","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1847","4.489600356","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1848","4.489600475","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1849","4.489600511","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1850","4.491857559","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1851","4.491857978","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1852","4.491858010","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1853","4.491858043","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1854","4.491858075","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1855","4.491858108","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1856","4.491858140","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1857","4.491858173","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1858","4.492494754","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1859","4.493166033","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1860","4.493166129","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1861","4.493166153","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1862","4.494768310","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1863","4.494768437","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1864","4.494768535","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1865","4.494768568","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1866","4.494768602","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1867","4.495154774","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1868","4.495480707","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1869","4.495645355","10.0.0.6","147.235.111.205","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1870","4.495794549","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1871","4.495916478","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1872","4.495916594","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1873","4.495916635","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1874","4.495916659","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1875","4.495916683","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1876","4.495916706","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1877","4.495916730","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1878","4.495916752","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1879","4.495946423","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1880","4.495946457","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1881","4.496104462","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1882","4.496255533","10.0.0.6","147.235.111.205","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec6fa8b5408ecfbc"
"1883","4.499583457","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1884","4.499583717","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
"1885","4.499583755","147.235.111.205","10.0.0.6","QUIC","1292","","","0x00","","Protected Payload (KP0)"
